Course Name,Access,Year Built,Rating,Number of Reviews,Pct Recommend,Club ID,Course ID,Full Address,Address,City,State,Zip,Address,City,State,St abbrv,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type
Hickory Hill Golf Course - Creekside/Roadside,Semi-Private,1983,3.6,79,82.70%,2986,3345,"209 Biles Rd, Jackson, Georgia 30233, Butts County",209 Biles Rd,Jackson,Georgia,30233,209 Biles Rd,Jackson,Georgia,GA,30233,33.321681,-83.945734,1,range_interpolation
Hickory Hill Golf Course - Fieldside/Creekside,Semi-Private,1994,3.6,79,82.70%,2986,3346,"209 Biles Rd, Jackson, Georgia 30233, Butts County",209 Biles Rd,Jackson,Georgia,30233,209 Biles Rd,Jackson,Georgia,GA,30233,33.321681,-83.945734,1,range_interpolation
Hickory Hill Golf Course - Roadside/Fieldside,Semi-Private,1966,3.6,79,82.70%,2986,3347,"209 Biles Rd, Jackson, Georgia 30233, Butts County",209 Biles Rd,Jackson,Georgia,30233,209 Biles Rd,Jackson,Georgia,GA,30233,33.321681,-83.945734,1,range_interpolation
Green Valley Golf Course,Public,1969,,,0%,2987,3348,"Hwy 84, Jakin, Georgia 31761, Seminole County",Hwy 84,Jakin,Georgia,31761,Hwy 84,Jakin,Georgia,GA,31761,31.3476411,-86.1991391,0.9,RANGE_INTERPOLATED
Arrowhead Country Club,Semi-Private,1968,5,1,100.00%,2988,3349,"Kemp Rd, Jasper, Georgia 30143, Pickens County",Kemp Rd,Jasper,Georgia,30143,Kemp Rd,Jasper,Georgia,GA,30143,34.455352,-84.447689,1,street_center
Bent Tree Country Club,Private,1972,4.5,25,99.30%,2989,3350,"1885 Little Pine Mountain Rd #20193, Jasper, Georgia 30143, Pickens County",1885 Little Pine Mountain Rd #20193,Jasper,Georgia,30143,1885 Little Pine Mountain Rd #20193,Jasper,Georgia,GA,30143,34.490756,-84.360875,1,range_interpolation
Traditions of Braselton Golf Club,Private,2005,3.9,10,90.00%,2990,3351,"350 Traditions Way, Jefferson, Georgia 30549",350 Traditions Way,Jefferson,Georgia,30549,350 Traditions Way,Jefferson,Georgia,GA,30549,34.097461,-83.696349,1,rooftop
Jekyll Island Golf Club - Great Dunes Course,Resort,1926,4.9,53,99.70%,2991,3352,"322 Captain Wylly Rd, Jekyll Island, Georgia 31527, Glynn County",322 Captain Wylly Rd,Jekyll Island,Georgia,31527,322 Captain Wylly Rd,Jekyll Island,Georgia,GA,31527,31.069255,-81.420607,1,range_interpolation
Jekyll Island Golf Club - Indian Mound Course,Resort,1975,2.4,137,15.90%,2991,3353,"322 Captain Wylly Rd, Jekyll Island, Georgia 31527, Glynn County",322 Captain Wylly Rd,Jekyll Island,Georgia,31527,322 Captain Wylly Rd,Jekyll Island,Georgia,GA,31527,31.069255,-81.420607,1,range_interpolation
Jekyll Island Golf Club - Oleander Course,Resort,1922,3.7,109,80.70%,2991,3354,"322 Captain Wylly Rd, Jekyll Island, Georgia 31527, Glynn County",322 Captain Wylly Rd,Jekyll Island,Georgia,31527,322 Captain Wylly Rd,Jekyll Island,Georgia,GA,31527,31.069255,-81.420607,1,range_interpolation
Jekyll Island Golf Club - Pine Lakes Course,Resort,1968,4.4,130,98.70%,2991,3355,"322 Captain Wylly Rd, Jekyll Island, Georgia 31527, Glynn County",322 Captain Wylly Rd,Jekyll Island,Georgia,31527,322 Captain Wylly Rd,Jekyll Island,Georgia,GA,31527,31.069255,-81.420607,1,range_interpolation
Pine Forest Country Club,Public,1979,,,0%,2992,3356,"2401 Highway 301 South, Jesup, Georgia 31546, Wayne County",2401 Highway 301 South,Jesup,Georgia,31546,2401 Highway 301 South,Jesup,Georgia,GA,31546,31.565087,-81.889216,1,range_interpolation
Atlanta Athletic Club - Highlands Course,Private,1966,5,4,100.00%,2993,3357,"1930 Bobby Jones Dr, Johns Creek, Georgia 30097, Fulton County",1930 Bobby Jones Dr,Johns Creek,Georgia,30097,1930 Bobby Jones Dr,Johns Creek,Georgia,GA,30097,34.004135,-84.192166,1,rooftop
Atlanta Athletic Club - Par 3 Course,Private,1994,5,4,100.00%,2993,3358,"1930 Bobby Jones Dr, Johns Creek, Georgia 30097, Fulton County",1930 Bobby Jones Dr,Johns Creek,Georgia,30097,1930 Bobby Jones Dr,Johns Creek,Georgia,GA,30097,34.004135,-84.192166,1,rooftop
Atlanta Athletic Club - Riverside Course,Private,1966,5,4,100.00%,2993,3359,"1930 Bobby Jones Dr, Johns Creek, Georgia 30097, Fulton County",1930 Bobby Jones Dr,Johns Creek,Georgia,30097,1930 Bobby Jones Dr,Johns Creek,Georgia,GA,30097,34.004135,-84.192166,1,rooftop
Lake Spivey Golf Club,Semi-Private,1963,3.9,287,89.30%,2994,3360,"8255 Club House Way, Jonesboro, Georgia 30236, Henry County",8255 Club House Way,Jonesboro,Georgia,30236,8255 Club House Way,Jonesboro,Georgia,GA,30236,33.530616,-84.296195,1,range_interpolation
Marietta Country Club - Lake View Nine,Private,1990,,,0%,2995,3361,"1400 Marietta Country Club Dr NW, Kennesaw, Georgia 30152, Cobb County",1400 Marietta Country Club Dr NW,Kennesaw,Georgia,30152,1400 Marietta Country Club Dr NW,Kennesaw,Georgia,GA,30152,33.981248,-84.620966,1,rooftop
Marietta Country Club - Mountain View Nine,Private,1990,,,0%,2995,3362,"1400 Marietta Country Club Dr NW, Kennesaw, Georgia 30152, Cobb County",1400 Marietta Country Club Dr NW,Kennesaw,Georgia,30152,1400 Marietta Country Club Dr NW,Kennesaw,Georgia,GA,30152,33.981248,-84.620966,1,rooftop
Marietta Country Club - Overlook Nine,Private,2005,,,0%,2995,3363,"1400 Marietta Country Club Dr NW, Kennesaw, Georgia 30152, Cobb County",1400 Marietta Country Club Dr NW,Kennesaw,Georgia,30152,1400 Marietta Country Club Dr NW,Kennesaw,Georgia,GA,30152,33.981248,-84.620966,1,rooftop
Pinetree Country Club,Private,1962,4.5,2,100.00%,2996,3364,"3400 McCollum Pkwy, Kennesaw, Georgia 30144, Cobb County",3400 McCollum Pkwy,Kennesaw,Georgia,30144,3400 McCollum Pkwy,Kennesaw,Georgia,GA,30144,34.040914,-84.588282,1,rooftop
Applewood Golf Course,Semi-Private,1996,4.3,134,95.90%,2997,3365,"6130 Story Mill Rd, Keysville, Georgia 30816, Burke County",6130 Story Mill Rd,Keysville,Georgia,30816,6130 Story Mill Rd,Keysville,Georgia,GA,30816,33.195801,-82.07408,1,rooftop
Trident Lakes Golf Club,Military,1990,4.1,202,96.30%,2998,3366,"1063 Uss Tennessee Ave, Naval Submarine Base, Georgia 31547, Camden County",1063 Uss Tennessee Ave,Naval Submarine Base,Georgia,31547,1063 Uss Tennessee Ave,Naval Submarine Base,Georgia,GA,31547,30.782984,-81.560666,1,range_interpolation
Laurel Island Links,Public,1996,4.2,435,95.90%,2999,3367,"233 Marsh Harbour Pkwy, Kingsland, Georgia 31548, Camden County",233 Marsh Harbour Pkwy,Kingsland,Georgia,31548,233 Marsh Harbour Pkwy,Kingsland,Georgia,GA,31548,30.8145693,-81.6188352,0.33,ROOFTOP
Lafayette Municipal Golf Course,Public/Municipal,1938,3.7,38,99.70%,3000,3368,"638 S Main St, Lafayette, Georgia 30728, Walker County",638 S Main St,Lafayette,Georgia,30728,638 S Main St,Lafayette,Georgia,GA,30728,34.695162,-85.277005,1,range_interpolation
Highland Country Club,Private,1922,,,0%,3001,3369,"1001 Country Club Dr, LaGrange, Georgia 30240, Troup County",1001 Country Club Dr,LaGrange,Georgia,30240,1001 Country Club Dr,LaGrange,Georgia,GA,30240,33.06534,-85.056834,1,rooftop
The Fields Golf Club,Semi-Private,1989,4.9,7,100.00%,3002,3370,"257 S Smith Rd, Lagrange, Georgia 30241, Troup County",257 S Smith Rd,Lagrange,Georgia,30241,257 S Smith Rd,Lagrange,Georgia,GA,30241,32.942827,-84.958812,1,rooftop
The First Tee of Troup County,Public,2007,,,0%,3003,3371,"1220 Lafayette Pkwy, LaGrange, Georgia 30241, Troup County",1220 Lafayette Pkwy,LaGrange,Georgia,30241,1220 Lafayette Pkwy,LaGrange,Georgia,GA,30241,33.039606,-85.000523,1,rooftop
Francis Lake Golf Club,Semi-Private,1971,3.8,6,83.30%,3004,3372,"5366 Golf Dr, Lake Park, Georgia 31636, Lowndes County",5366 Golf Dr,Lake Park,Georgia,31636,5366 Golf Dr,Lake Park,Georgia,GA,31636,30.684068,-83.208282,1,rooftop
Collins Hill Golf Club,Public,1972,3.3,252,77.70%,3005,3373,"585 Camp Perrin Rd, Lawrenceville, Georgia 30043, Gwinnett County",585 Camp Perrin Rd,Lawrenceville,Georgia,30043,585 Camp Perrin Rd,Lawrenceville,Georgia,GA,30043,34.020007,-84.001404,1,rooftop
Northwood Country Club,Private,1959,2.8,5,52.40%,3006,3374,"3157 Club Dr, Lawrenceville, Georgia 30044, Gwinnett County",3157 Club Dr,Lawrenceville,Georgia,30044,3157 Club Dr,Lawrenceville,Georgia,GA,30044,33.941743,-84.102194,1,rooftop
Rocky Branch Golf Club,Public,1997,4,6,85.70%,3007,3375,"4711 Double Branches Rd, Lincolnton, Georgia 30817, Lincoln County",4711 Double Branches Rd,Lincolnton,Georgia,30817,4711 Double Branches Rd,Lincolnton,Georgia,GA,30817,33.760066,-82.343295,1,range_interpolation
Bekaert Employees Athletic Association,Semi-Private,1966,,,0%,3008,3376,"Eden Valley Rd, Lindale, Georgia 30147, Floyd County",Eden Valley Rd,Lindale,Georgia,30147,Eden Valley Rd,Lindale,Georgia,GA,30147,34.1872871,-85.1731605,0.33,GEOMETRIC_CENTER
Mystery Valley Golf Club,Public,1966,3.9,311,91.30%,3009,3377,"6094 Shadow Rock Dr, Lithonia, Georgia 30058, De Kalb County",6094 Shadow Rock Dr,Lithonia,Georgia,30058,6094 Shadow Rock Dr,Lithonia,Georgia,GA,30058,33.76213,-84.131694,1,rooftop
Eagle's Brooke Golf and Country Club,Semi-Private,2006,4,233,26.50%,3010,3378,"300 Lester Mill Road, Locust Grove, GA 30248",300 Lester Mill Road,Locust Grove,Georgia,30248,300 Lester Mill Road,Locust Grove,Georgia,GA,30248,33.375766,-84.156687,1,rooftop
Heron Bay Golf & Country Club,Private,2004,4.3,105,91.50%,3011,3379,"3080 Heron Bay Blvd, Locust Grove, Georgia 30248, Henry County",3080 Heron Bay Blvd,Locust Grove,Georgia,30248,3080 Heron Bay Blvd,Locust Grove,Georgia,GA,30248,33.341518,-84.18192,1,rooftop
Cedar Lake Golf Club,Public,1969,4.8,100,97.20%,3012,3380,"5720 Sharon Church Rd, Loganville, Georgia 30052, Walton County",5720 Sharon Church Rd,Loganville,Georgia,30052,5720 Sharon Church Rd,Loganville,Georgia,GA,30052,33.7687629,-83.9197958,0.4,ROOFTOP
Lookout Mountain Golf Club,Private,1925,5,1,100.00%,3013,3381,"1730 Woodnymph Trl, Lookout Mountain, Georgia 30750, Walker County",1730 Woodnymph Trl,Lookout Mountain,Georgia,30750,1730 Woodnymph Trl,Lookout Mountain,Georgia,GA,30750,34.961828,-85.356884,1,range_interpolation
Ogeechee Valley Country Club,Private,1930,,,0%,3014,3382,"1415 Country Club Drive, Louisville, Georgia 30434, Jefferson County",1415 Country Club Drive,Louisville,Georgia,30434,1415 Country Club Drive,Louisville,Georgia,GA,30434,33.025446,-82.400405,1,range_interpolation
Atlanta Country Club,Private,1966,,,0%,3015,3383,"500 Atlanta Country Club Dr, Marietta, Georgia 30067, Cobb County",500 Atlanta Country Club Dr,Marietta,Georgia,30067,500 Atlanta Country Club Dr,Marietta,Georgia,GA,30067,33.928555,-84.428997,1,rooftop
Cherokee/Seminole at Indian Hills Country Club,Private,1976,,,0%,3016,3384,"4001 Clubland Dr, Marietta, Georgia 30068, Cobb County",4001 Clubland Dr,Marietta,Georgia,30068,4001 Clubland Dr,Marietta,Georgia,GA,30068,33.966098,-84.428384,1,rooftop
Choctaw/Cherokee at Indian Hills Country Club,Private,1976,,,0%,3016,3385,"4001 Clubland Dr, Marietta, Georgia 30068, Cobb County",4001 Clubland Dr,Marietta,Georgia,30068,4001 Clubland Dr,Marietta,Georgia,GA,30068,33.966098,-84.428384,1,rooftop
City Club Marietta,Public,1927,3.4,418,66.60%,3017,3386,"510 Powder Springs St, Marietta, Georgia 30064, Cobb County",510 Powder Springs St,Marietta,Georgia,30064,510 Powder Springs St,Marietta,Georgia,GA,30064,33.942564,-84.552622,1,rooftop
Seminole/Choctaw at Indian Hills Country Club,Private,1976,,,0%,3018,3387,"4001 Clubland Dr, Marietta, Georgia 30068, Cobb County",4001 Clubland Dr,Marietta,Georgia,30068,4001 Clubland Dr,Marietta,Georgia,GA,30068,33.966098,-84.428384,1,rooftop
Green-Way Golf Course,Public,1995,,,0%,3019,3388,"300 Carson Segars Rd, Maysville, Georgia 30558, Banks County",300 Carson Segars Rd,Maysville,Georgia,30558,300 Carson Segars Rd,Maysville,Georgia,GA,30558,34.288276,-83.537107,1,range_interpolation
"Cotton Fields Golf Club, The",Semi-Private,1993,3.7,398,87.00%,3020,3389,"400 Industrial Blvd, McDonough, Georgia 30253, Henry County",400 Industrial Blvd,McDonough,Georgia,30253,400 Industrial Blvd,McDonough,Georgia,GA,30253,33.421501,-84.16071,1,rooftop
Georgia National Golf Club,Private,1994,4,1,100.00%,3021,3390,"1715 Lake Dow Rd, McDonough, Georgia 30252, Henry County",1715 Lake Dow Rd,McDonough,Georgia,30252,1715 Lake Dow Rd,McDonough,Georgia,GA,30252,33.453139,-84.085985,1,rooftop
Little Ocmulgee At Wallace Adams Course,Public,1965,4.1,114,91.80%,3022,3391,"Hwy 441 S, McRae, Georgia 31055, Telfair County",Hwy 441 S,McRae,Georgia,31055,Hwy 441 S,McRae,Georgia,GA,31055,30.9638078,-82.662051,0.9,GEOMETRIC_CENTER
Willow Lake Golf Club,Semi-Private,1964,5,1,100.00%,3023,3392,"120 Willow Lake Dr, Metter, Georgia 30439, Candler County",120 Willow Lake Dr,Metter,Georgia,30439,120 Willow Lake Dr,Metter,Georgia,GA,30439,32.4170033,-82.0521759,0.9,RANGE_INTERPOLATED
East at Bull Creek Golf Course,Public,1972,,,0%,3024,3393,"7333 Lynch Rd, Midland, Georgia 31820, Muscogee County",7333 Lynch Rd,Midland,Georgia,31820,7333 Lynch Rd,Midland,Georgia,GA,31820,32.550161,-84.841874,1,rooftop
West at Bull Creek Golf Course,Public,1972,4.5,5,100.00%,3024,3394,"7333 Lynch Rd, Midland, Georgia 31820, Muscogee County",7333 Lynch Rd,Midland,Georgia,31820,7333 Lynch Rd,Midland,Georgia,GA,31820,32.550161,-84.841874,1,rooftop
Little Fishing Creek Golf Course,Public/Municipal,1981,4,41,99.30%,3025,3395,"65 Hwy. 22 West, Milledgeville, Georgia 31061, Baldwin County",65 Hwy. 22 West,Milledgeville,Georgia,31061,65 Hwy. 22 West,Milledgeville,Georgia,GA,31061,33.0849668,-83.2100167,0.6,RANGE_INTERPOLATED
The Club at Lake Sinclair,Semi-Private,1960,4.7,88,96.40%,3026,3396,"3700 Sinclair Dam Rd, Milledgeville, Georgia 31061, Baldwin County",3700 Sinclair Dam Rd,Milledgeville,Georgia,31061,3700 Sinclair Dam Rd,Milledgeville,Georgia,GA,31061,33.1372506,-83.2234715,0.6,ROOFTOP
Magnolia Country Club,Semi-Private,1963,,,0%,3027,3397,"2014 Hwy 25 No, Millen, Georgia 30442, Jenkins County",2014 Hwy 25 No,Millen,Georgia,30442,2014 Hwy 25 No,Millen,Georgia,GA,30442,32.8566224,-81.9537567,0.9,ROOFTOP
Old Toccoa Farm,Semi-Private/Resort,2015,5,4,100.00%,3028,3398,"596 Curtis Switch Rd, Mineral Bluff, Georgia 30559, Fannin County",596 Curtis Switch Rd,Mineral Bluff,Georgia,30559,596 Curtis Switch Rd,Mineral Bluff,Georgia,GA,30559,34.92227,-84.3287294,0.4,ROOFTOP
Bear Creek Golf Club,Semi-Private,1990,3.9,309,82.00%,3029,3399,"4125 Lakeside Blvd, Monroe, Georgia 30655, Walton County",4125 Lakeside Blvd,Monroe,Georgia,30655,4125 Lakeside Blvd,Monroe,Georgia,GA,30655,33.7823741,-83.7892043,0.9,ROOFTOP
Monroe Golf & Country Club,Semi-Private,1958,4.3,246,88.90%,3030,3400,"1212 Alcovy Rd, Monroe, Georgia 30655, Walton County",1212 Alcovy Rd,Monroe,Georgia,30655,1212 Alcovy Rd,Monroe,Georgia,GA,30655,33.7671076,-83.7255219,0.9,ROOFTOP
Providence Club,Semi-Private,1998,4.2,442,91.80%,3031,3401,"656 Providence Club Dr, Monroe, Georgia 30656, Walton County",656 Providence Club Dr,Monroe,Georgia,30656,656 Providence Club Dr,Monroe,Georgia,GA,30656,33.900321,-83.7706596,0.9,ROOFTOP
McKenzie Memorial Golf Course,Private,1936,,,0%,3032,3402,"Golf Course Dr, Montezuma, Georgia 31063, Dooly County",Golf Course Dr,Montezuma,Georgia,31063,Golf Course Dr,Montezuma,Georgia,GA,31063,32.8273425,-83.6507905,0.9,GEOMETRIC_CENTER
Hunter Pope Country Club,Semi-Private,1968,3,1,100.00%,3033,3403,"Hwy 83 No, Monticello, Georgia 31064, Jasper County",Hwy 83 No,Monticello,Georgia,31064,Hwy 83 No,Monticello,Georgia,GA,31064,33.234492,-83.731498,1,street_center
Turtle Cove Property Owners Association Inc,Private,1971,,,0%,3034,3404,"222 Clubhouse Dr, Monticello, Georgia 31064, Jasper County",222 Clubhouse Dr,Monticello,Georgia,31064,222 Clubhouse Dr,Monticello,Georgia,GA,31064,33.3657881,-83.8474283,0.33,ROOFTOP
Moody Quiet Pines Golf Course,Military,1968,3,1,100.00%,3035,3405,"15501 Prewitt, Moody AFB, Georgia 31699, Lowndes County",15501 Prewitt,Moody AFB,Georgia,31699,15501 Prewitt,Moody AFB,Georgia,GA,31699,30.9677639,-83.1928224,0.6,APPROXIMATE
Rogers Gardens Golf Course,Public,2001,,,0%,3036,3406,"232 Industrial Rd, Moultrie, Georgia 31788, Colquitt County",232 Industrial Rd,Moultrie,Georgia,31788,232 Industrial Rd,Moultrie,Georgia,GA,31788,31.182846,-83.742638,1,range_interpolation
Sunset Country Club,Private,1947,,,0%,3037,3407,"2730 S Main St, Moultrie, Georgia 31768, Colquitt County",2730 S Main St,Moultrie,Georgia,31768,2730 S Main St,Moultrie,Georgia,GA,31768,31.133576,-83.785129,1,rooftop
Coweta Club at Arbor Springs Plantation,Public,1999,4.2,201,87.80%,3038,3408,"300 Arbor Springs Pkwy, Newnan, Georgia 30265, Coweta County",300 Arbor Springs Pkwy,Newnan,Georgia,30265,300 Arbor Springs Pkwy,Newnan,Georgia,GA,30265,33.467819,-84.703816,1,rooftop
Newnan Country Club,Private,1919,,,0%,3039,3409,"1356 Hwy 29, Newnan, Georgia 30263, Coweta County",1356 Hwy 29,Newnan,Georgia,30263,1356 Hwy 29,Newnan,Georgia,GA,30263,33.419189,-84.776775,1,rooftop
Old at Canongate on White Oak,Private,1985,,,0%,3040,3410,"141 Clubview Dr, Newnan, Georgia 30265, Coweta County",141 Clubview Dr,Newnan,Georgia,30265,141 Clubview Dr,Newnan,Georgia,GA,30265,33.389536,-84.720516,1,rooftop
Seminole at Canongate on White Oak,Private,1990,,,0%,3040,3411,"141 Clubview Dr, Newnan, Georgia 30265, Coweta County",141 Clubview Dr,Newnan,Georgia,30265,141 Clubview Dr,Newnan,Georgia,GA,30265,33.389536,-84.720516,1,rooftop
SummerGrove Golf Club,Semi-Private,2000,4.4,246,92.40%,3041,3412,"355 SummerGrove Parkway, Newnan, Georgia 30265, Coweta County",355 SummerGrove Parkway,Newnan,Georgia,30265,355 SummerGrove Parkway,Newnan,Georgia,GA,30265,33.3750823,-84.7315725,0.33,RANGE_INTERPOLATED
Ocilla Country Club,Private,1935,1,,0%,3042,3413,"Claude McNeil Dr, Ocilla, Georgia 31774, Irwin County",Claude McNeil Dr,Ocilla,Georgia,31774,Claude McNeil Dr,Ocilla,Georgia,GA,31774,31.571754,-83.269632,1,place
Braelinn Golf Club,Private,1987,5,1,100.00%,3043,3414,"500 Clubview Dr, Peachtree City, Georgia 30269, Fayette County",500 Clubview Dr,Peachtree City,Georgia,30269,500 Clubview Dr,Peachtree City,Georgia,GA,30269,33.367138,-84.541268,1,rooftop
Grave Yard/Homestead at Flat Creek Golf Club,Private,1984,5,1,100.00%,3044,3415,"100 Flat Creek Rd, Peachtree City, Georgia 30269, Fayette County",100 Flat Creek Rd,Peachtree City,Georgia,30269,100 Flat Creek Rd,Peachtree City,Georgia,GA,30269,33.412595,-84.576358,1,rooftop
Homestead/Old Mill at Flat Creek Golf Club,Private,1969,5,1,100.00%,3044,3416,"100 Flat Creek Rd, Peachtree City, Georgia 30269, Fayette County",100 Flat Creek Rd,Peachtree City,Georgia,30269,100 Flat Creek Rd,Peachtree City,Georgia,GA,30269,33.412595,-84.576358,1,rooftop
Old Mill/Graveyard at Flat Creek Golf Club,Private,1969,5,1,100.00%,3044,3417,"100 Flat Creek Rd, Peachtree City, Georgia 30269, Fayette County",100 Flat Creek Rd,Peachtree City,Georgia,30269,100 Flat Creek Rd,Peachtree City,Georgia,GA,30269,33.412595,-84.576358,1,rooftop
Planterra Ridge Golf Club,Private,1994,4.3,3,100.00%,3045,3418,"500 Clubhouse Dr, Peachtree City, Georgia 30269, Fayette County",500 Clubhouse Dr,Peachtree City,Georgia,30269,500 Clubhouse Dr,Peachtree City,Georgia,GA,30269,33.370314,-84.584315,1,rooftop
Pinecrest Country Club,Semi-Private,1967,,,0%,3046,3419,"Route 1 Camilla Hwy, Pelham, Georgia 31779, Mitchell County",Route 1 Camilla Hwy,Pelham,Georgia,31779,Route 1 Camilla Hwy,Pelham,Georgia,GA,31779,31.12768,-84.15185,1,place
Cherokee Pines Golf and Fitness Club,Semi-Private,1961,2.9,26,48.70%,3047,3420,"1000 N Davis Dr, Perry, Georgia 31069, Houston County",1000 N Davis Dr,Perry,Georgia,31069,1000 N Davis Dr,Perry,Georgia,GA,31069,32.469354,-83.716102,1,range_interpolation
Houston Lake Country Club,Semi-Private,1963,5,3,100.00%,3048,3421,"100 Champions Way, Perry, Georgia 31069, Houston County",100 Champions Way,Perry,Georgia,31069,100 Champions Way,Perry,Georgia,GA,31069,32.5036674,-83.6652492,0.9,ROOFTOP
Houston Springs Resort and Golf Course,Resort,2004,,,0%,3049,3422,"105 Fairway Oaks Drive, Perry, Georgia 31069, USA",105 Fairway Oaks Drive,Perry,Georgia,31069,105 Fairway Oaks Drive,Perry,Georgia,GA,31069,32.472168,-83.76634,1,rooftop
Lake View at Callaway Gardens Resort,Resort,1952,4.4,101,95.90%,3050,3423,"17800 US Hwy 27, Pine Mountain, Georgia 31822, Harris County",17800 US Hwy 27,Pine Mountain,Georgia,31822,17800 US Hwy 27,Pine Mountain,Georgia,GA,31822,32.828243,-84.843612,1,range_interpolation
Mountain View at Callaway Gardens Resort,Resort,1963,4.1,97,89.20%,3050,3424,"17800 US Hwy 27, Pine Mountain, Georgia 31822, Harris County",17800 US Hwy 27,Pine Mountain,Georgia,31822,17800 US Hwy 27,Pine Mountain,Georgia,GA,31822,32.828243,-84.843612,1,range_interpolation
Savannah Quarters Country Club,Private,2006,,,0%,3051,3425,"8 Palladian Way, Pooler, Georgia 31322, Chatham County",8 Palladian Way,Pooler,Georgia,31322,8 Palladian Way,Pooler,Georgia,GA,31322,32.0757487,-81.2868696,0.33,ROOFTOP
Quitman Country Club,Public,1933,4,2,100.00%,3052,3426,"8305 Empress Rd, Quitman GA 31643",8305 Empress Rd,Quitman,Georgia,31643,8305 Empress Rd,Quitman,Georgia,GA,31643,30.761852,-83.56786,1,rooftop
Brazell's Creek Golf Course,Public,2008,4,87,93.90%,3053,3427,"355 Golf Course Rd, Reidsville, Georgia 30453, Tattnall County",355 Golf Course Rd,Reidsville,Georgia,30453,355 Golf Course Rd,Reidsville,Georgia,GA,30453,32.0889831,-82.1357162,0.33,ROOFTOP
Reynold's Golf Course,Semi-Private,1930,,,0%,3054,3428,"Hwy 128 No, Reynolds, Georgia 31076, Taylor County",Hwy 128 No,Reynolds,Georgia,31076,Hwy 128 No,Reynolds,Georgia,GA,31076,32.555006,-84.096059,1,street_center
