Course Name,Address,Access,Year Built,Rating,Number of Reviews,Pct Recommend
Norwich Golf Club,"685 New London Tnpk, Norwich, Connecticut 06360, New London County",Public,1925,4.2,187 out of 200 reviews,94.80%
Innis Arden Golf Club,"120 Tomac Ave, Old Greenwich, Connecticut 06870, Fairfield County",Private,1908,,,0%
Black Hall Club,"49 Buttonball Rd, Old Lyme, Connecticut 06371, New London County",Private,1967,5,1 out of 1 reviews,100.00%
Old Lyme Country Club,"40 McCurdy Rd, Old Lyme, Connecticut 06371, New London County",Private,1916,,,0%
Fenwick Golf Club,"580 Maple Ave, Old Saybrook, Connecticut 06475, Middlesex County",Public/Municipal,1896,2.8,4 out of 5 reviews,64.30%
Eighteen at Race Brook Country Club,"246 Derby Ave, Orange, Connecticut 06477, New Haven County",Private,1912,,,0%
Grassy Hill Country Club,"441 Clark Ln, Orange, Connecticut 06477, New Haven County",Public,0,4.2,2 out of 2 reviews,100.00%
Nine Hole at Race Brook Country Club,"246 Derby Ave, Orange, Connecticut 06477, New Haven County",Private,1912,,,0%
Orange Hills Country Club,"389 Race Brook Rd, Orange, Connecticut 06477, New Haven County",Public,1927,4.3,120 out of 125 reviews,98.90%
The Golf Club At Oxford Greens,"99 Country Club Drive, Oxford, Connecticut 06478, New Haven County",Public,2004,3.9,135 out of 156 reviews,83.40%
North/South at Elmridge Golf Club,"229 Elmridge Rd, Pawcatuck, Connecticut 06379, New London County",Semi-Private,1998,3.9,62 out of 73 reviews,89.20%
South/West at Elmridge Golf Club,"229 Elmridge Rd, Pawcatuck, Connecticut 06379, New London County",Semi-Private,1966,3.9,62 out of 73 reviews,89.20%
West/North at Elmridge Golf Club,"229 Elmridge Rd, Pawcatuck, Connecticut 06379, New London County",Semi-Private,1998,3.9,62 out of 73 reviews,89.20%
Pequabuck Golf Club,"56 School St, Pequabuck, Connecticut 06781, Litchfield County",Public,1902,4.6,143 out of 150 reviews,99.20%
Vineyard Valley Golf Club,"34 Brayman Hollow Rd, Pomfret Center, Connecticut 06259, Windham County",Public,1990,3.4,21 out of 27 reviews,71.90%
Portland Golf Course,"169 Bartlett St, Portland, Connecticut 06480, Middlesex County",Public,1974,4.4,212 out of 225 reviews,96.30%
Portland Golf Course West,"105 Gospel Ln, Portland, Connecticut 06480, Middlesex County",Public,1985,4.9,71 out of 73 reviews,99.50%
Quarry Ridge Golf Club,"9 Rose Hill Rd, Portland, Connecticut 06480, Middlesex County",Public,1993,4.1,92 out of 104 reviews,87.70%
Highland Greens Golf Course,"122 Cook Rd, Prospect, Connecticut 06712, New Haven County",Public,1966,,,0%
Connecticut National Golf Club,"136 Chase Rd, Putnam, Connecticut 06260, Windham County",Semi-Private,1994,4.6,178 out of 187 reviews,94.50%
Ridgefield Golf Course,"545 Ridgebury Rd, Ridgefield, Connecticut 06877, Fairfield County",Municipal,1974,4.6,5 out of 5 reviews,100.00%
Silver Spring Country Club,"439 Silver Spring Rd, Ridgefield, Connecticut 06877, Fairfield County",Private,1932,,,0%
Rolling Greens Golf Course,"600 Cold Spring Rd, Rocky Hill, Connecticut 06067, Hartford County",Public,1973,2.5,10 out of 15 reviews,45.20%
Sharon Country Club,"Amenia Union Rd, Sharon, Connecticut 06069, Litchfield County",Private,1895,,,0%
Sharon Country Club - Pitch&Putt Course,"Amenia Union Rd, Sharon, Connecticut 06069, Litchfield County",Private,0,,,0%
Highland Golf Club,"Wooster St, Shelton, Connecticut 06484, Fairfield County",Private,1900,,,0%
Club at River Oaks,"2 Evans Hills Road, Sherman, Connecticut 06784",Private,2003,4,1 out of 1 reviews,100.00%
Hop Meadow Country Club,"85 Firetown Rd, Simsbury, Connecticut 06070, Hartford County",Private,1961,5,1 out of 1 reviews,100.00%
Simsbury Farms Golf Club,"100 Old Farms Rd, Simsbury, Connecticut 06070, Hartford County",Public,1971,4.1,4 out of 4 reviews,100.00%
Cedar Knob Golf Course,"466 Billings Rd, Somers, Connecticut 06071, Tolland County",Public,1963,2,4 out of 6 reviews,26.50%
Glastonbury Hills Country Club,"239 Country Club Rd, South Glastonbury, Connecticut 06073, Hartford County",Private,1966,,,0%
Bull's Bridge Golf Club,"71 Bulls Bridge Rd, South Kent, Connecticut 06785, Litchfield County",Private,2004,,,0%
Topstone Golf Course,"516 Griffin Rd, South Windsor, Connecticut 06074, Hartford County",Public,1997,4.4,33 out of 33 reviews,100.00%
Willow Brook Golf Course,"124 Brookfield St, South Windsor, Connecticut 06074, Hartford County",Public,2002,5,1 out of 1 reviews,100.00%
Gainfield Farms Golf Course,"225 Old Field Rd, Southbury, Connecticut 06488, New Haven County",Public,1994,5,1 out of 1 reviews,100.00%
Heritage Village Country Club,"418C Heritage Vlg, Southbury, Connecticut 06488, New Haven County",Private,1967,4,1 out of 1 reviews,100.00%
Pomperaug Golf Club,"522 Heritage Rd, Southbury, Connecticut 06488, New Haven County",Public/Resort,1971,3.7,13 out of 18 reviews,74.00%
Hawk's Landing Country Club,"201 Pattonwood Dr, Southington, Connecticut 06489, Hartford County",Public,1967,2.3,10 out of 13 reviews,15.20%
North Ridge Golf Club,"300 Welch Rd, Southington, Connecticut 06489, Hartford County",Public,1960,4,84 out of 99 reviews,84.80%
Southington Country Club,"150 Savage Street, Southington, Connecticut 06489, Hartford County",Semi-Private,1950,4.5,196 out of 208 reviews,94.60%
E. Gaynor Brennan Golf Course,"451 Stillwater Rd, Stamford, Connecticut 06902, Fairfield County",Public,1922,2.9,4 out of 9 reviews,43.90%
Rockrimmon Country Club,"2949 Long Ridge Rd, Stamford, Connecticut 06903, Fairfield County",Private,1949,,,0%
Sterling Farms Golf Course,"1349 Newfield Ave, Stamford, Connecticut 06905, Fairfield County",Public/Municipal,1972,4.4,80 out of 92 reviews,90.20%
Pequot Golf Club,"127 Wheeler Rd, Stonington, Connecticut 06378, New London County",Semi-Private,1958,4,119 out of 133 reviews,91.60%
Stonington Country Club,"396 Taugwonk Rd, Stonington, Connecticut 06378, New London County",Private,1992,5,1 out of 1 reviews,100.00%
Mill River Country Club,"4567 Main St, Stratford, Connecticut 06614, Fairfield County",Private,1923,,,0%
Oronoque Village Country Club,"385 Oronoque Ln, Stratford, Connecticut 06614, Fairfield County",Private,1972,2,1 reviews,0%
Short Beach Golf Course,"1 Dorne Dr, Stratford, Connecticut 06615, Fairfield County",Public/Municipal,1988,3,3 out of 3 reviews,100.00%
Suffield Country Club,"341 N Main St, Suffield, Connecticut 06078, Hartford County",Private,1927,,,0%
Quinnatisset Country Club,"241 County Home Road, Thompson, Connecticut 06277, Windham County",Private,1903,,,0%
Raceway Golf Club,"205 E Thompson Rd, Thompson, Connecticut 06277, Windham County",Semi-Private,1940,4.2,135 out of 143 reviews,85.40%
Eastwood Country Club,"1301 Torringford W St, Torrington, Connecticut 06790, Litchfield County",Public,1962,1.4,2 out of 4 reviews,28.60%
Tashua Knolls Golf Club - Tashua Glen,"40 Tashua Knolls Ln, Trumbull, Connecticut 06611, Fairfield County",Public/Municipal,2004,4.1,10 out of 11 reviews,98.50%
Tashua Knolls Golf Club - Tashua Knolls,"40 Tashua Knolls Ln, Trumbull, Connecticut 06611, Fairfield County",Public/Municipal,1976,4.1,10 out of 11 reviews,98.50%
The Farms Country Club,"180 Cheshire Rd, Wallingford, Connecticut 06492, New Haven County",Private,1960,4,1 out of 1 reviews,100.00%
The Tradition Golf Club At Wallingford,"37 Harrison Rd, Wallingford, Connecticut 06492, New Haven County",Semi-Private,1981,4.3,209 out of 231 reviews,96.50%
Wallingford Country Club,"195 Long Hill Rd, Wallingford, Connecticut 06492, New Haven County",Private,1898,,,0%
Washington Golf Club,"10 Golf Course Rd, Washington, Connecticut 06793, Litchfield County",Private,1914,,,0%
Country Club of Waterbury,"1 Oronoke Rd, Waterbury, Connecticut 06708, New Haven County",Private,1899,5,1 out of 1 reviews,100.00%
East Mountain Golf Course,"171 E Mountain Rd, Waterbury, Connecticut 06706, New Haven County",Public/Municipal,1932,,,0%
Western Hills Golf Course,"660 Park Rd, Waterbury, Connecticut 06708, New Haven County",Public/Municipal,1960,3,1 out of 1 reviews,100.00%
Great Neck Country Club,"28 Lamphere Road, Waterford, Connecticut 06385, New London County",Private,1925,,,0%
Crestbrook Park Golf Course,"834 Nfield Rd, Watertown, Connecticut 06795, Litchfield County",Public/Municipal,1962,3.5,16 out of 19 reviews,83.90%
Watertown Golf Club,"246 Guernsey town Rd, Watertown, Connecticut 06795, Litchfield County",Private,1915,,,0%
Blue/Green at Hartford Golf Club,"134 Norwood Rd, West Hartford, Connecticut 06117, Hartford County",Private,1914,5,1 out of 1 reviews,100.00%
Buena Vista Golf Course,"37 Buena Vista Rd, West Hartford, Connecticut 06107, Hartford County",Public,1950,4,1 out of 1 reviews,100.00%
Green/Red at Hartford Golf Club,"134 Norwood Rd, West Hartford, Connecticut 06117, Hartford County",Private,1914,5,1 out of 1 reviews,100.00%
Red/Blue at Hartford Golf Club,"134 Norwood Rd, West Hartford, Connecticut 06117, Hartford County",Private,1914,5,1 out of 1 reviews,100.00%
Rockledge Country Club,"289 S Main St, West Hartford, Connecticut 06107, Hartford County",Public,1940,4.1,4 out of 6 reviews,55.90%
Wampanoag Country Club,"60 Wampanoag Dr, West Hartford, Connecticut 06117, Hartford County",Private,1924,3,2 out of 2 reviews,100.00%
Redding Country Club,"109 Lonetown Rd, West Redding, Connecticut 06896, Fairfield County",Private,1968,2.9,1 out of 2 reviews,28.60%
Airways Golf Course & Country Club,"1070 S Grand St, West Suffield, Connecticut 06093, Hartford County",Public,1977,3,1 out of 1 reviews,100.00%
Aspetuck Valley Country Club,"67 Old Redding Rd, Weston, Connecticut 06883, Fairfield County",Private,1966,,,0%
Birchwood Country Club,"25 Kings Hwy S, Westport, Connecticut 06880, Fairfield County",Private,1946,,,0%
Westport Longshore Golf Club,"260 S Compo Rd, Westport, Connecticut 06880, Fairfield County",Semi-Private/Municipal,1922,3.3,2 out of 4 reviews,41.20%
Wethersfield Country Club,"76 Country Club Rd, Wethersfield, Connecticut 06109, Hartford County",Private,1916,,,0%
Rolling Hills Country Club,"333 Hurlbutt St, Wilton, Connecticut 06897, Fairfield County",Private,1960,,,0%
Green Woods Country Club,"Torringford St, Winsted, Connecticut 06098, Litchfield County",Private,1903,4,1 out of 1 reviews,100.00%
Farmingbury Hills Golf Club,"141 E St, Wolcott, Connecticut 06716, New Haven County",Public/Municipal,1930,4.3,27 out of 30 reviews,90.50%
Homewood Acres Golf Course,"1015 Racebrook Road, Woodbridge CT, 06525,",Public,0,,,0%
Tradition Golf Club at Oak Lane,"1027 Racebrook Rd, Woodbridge, Connecticut 06525, New Haven County",Semi-Private,1961,4.2,344 out of 382 reviews,89.50%
Harrisville Golf Course,"125 Harrisville Rd, Woodstock, Connecticut 06281, Windham County",Public,1929,4.5,2 out of 2 reviews,100.00%
Woodstock Golf Course,"204 Roseland Park Rd, Woodstock, Connecticut 06281, Windham County",Public,1896,2.7,3 out of 6 reviews,50.00%
The Salt Pond Golf Club,"400 Bethany Loop, Bethany Beach, Delaware 19930, Sussex County",Public,1992,3,2 out of 2 reviews,100.00%
Heritage Shores Golf,"One Heritage Shores Circle, Bridgeville, Delaware 19933",Public,2007,4.4,180 out of 187 reviews,94.10%
Wild Quail Golf & Country Club,"1 Clubhouse Dr, Camden Wyoming, Delaware 19934, Kent County",Private,1990,4,1 out of 1 reviews,100.00%
Cripple Creek Golf & Country Club,"29494 Cripple Creek Dr, Dagsboro, Delaware 19939, Sussex County",Private,1984,4.8,14 out of 15 reviews,93.30%
Dover Par 3 & Driving Range,"924 Artis Dr, Dover, DE 19904",Public,1991,4,2 out of 2 reviews,100.00%
Maple Dale Country Club,"180 Maple Dale Circle, Dover, Delaware 19904, Kent County",Private,1969,4,17 out of 20 reviews,97.40%
Eagle Creek Golf Club,"810 14th St, Dover Air Force Base, Delaware 19902, Kent County",Military,1961,,,0%
Mulligan's Pointe,"22426 Sussex Pines Rd, Georgetown, Delaware 19947, Sussex County",Private,1967,4.1,110 out of 127 reviews,98.20%
American Classic Golf Club,"18485 Bethpage Drive, Lewes, Delaware 19958",Semi-Private,0,4.5,8 out of 9 reviews,58.30%
Midway Par 3 Golf Course,"34578 Pinnacle Road, Lewes, Delaware 19958",Public,1981,,,0%
Baywood Greens,"32267 Clubhouse Way, Long Neck, Delaware 19966, Sussex County",Public,1998,4.8,294 out of 308 reviews,97.20%
Jonathan's Landing Golf Course,"1309 Ponderosa Dr, Magnolia, Delaware 19962, Kent County",Public,1996,3.6,68 out of 88 reviews,81.20%
Back Creek Golf Club,"101 Back Creek Dr, Middletown, Delaware 19709, New Castle County",Public,1997,3.8,18 out of 23 reviews,75.10%
Frog Hollow Golf Club,"1 Wittington Way, Middletown, Delaware 19709, New Castle County",Public,2000,3.3,203 out of 267 reviews,67.30%
Golf Academy of Delaware - Vandegift Course,"631 Bayview Rd, Middletown, Delaware 19709, New Castle County",Semi-Private,1991,,,0%
Links at St. Anne’s,"1100 St. Anne's Blvd, Middletown, Delaware 19709, New Castle County",Semi-Private,2019,3,1 out of 2 reviews,50.00%
The Rookery North,"6152 S. Rehoboth Blvd., Milford, Delaware 19963, Sussex County",Public,1957,3.5,17 out of 22 reviews,71.30%
Plantation Lakes Golf and Country Club,"30066 Charlotte Blvd. Millsboro, Millsboro, DE 19966, Sussex County",Semi-Private,2015,4.6,83 out of 89 reviews,97.40%
The Peninsula on the Indian River Bay Golf Club,"26937 Bay Farm Road, Millsboro, DE 19966, Sussex County",Private/Resort,2006,5,4 out of 5 reviews,95.80%
Bethany Bay Golf Club,"37270 Clubhouse Ln, Millville, Delaware 19970, Sussex County",Semi-Private/Resort,1996,,,0%
Stenger's Shamrock Farms Par-3 Golf Course,"22222 Saw Mill Rd, Milton, DE 19968",Public,2004,,,0%
The Rookery South,"27052 Broadkill Rd, Milton, Delaware 19968, Sussex County",Public,2000,3.7,27 out of 35 reviews,76.00%
Cavaliers Country Club,"100 Addison Dr, Newark, Delaware 19702, New Castle County",Private,1962,2.9,1 out of 3 reviews,58.80%
Deerfield Golf & Tennis Club,"507 Thompson Station Rd, Newark, Delaware 19711, New Castle County",Public,1955,4.4,226 out of 240 reviews,92.40%
Newark Country Club,"300 W Main St, Newark, Delaware 19711, New Castle County",Private,1921,5,2 out of 2 reviews,100.00%
Vince's Sport Center Par 3 Golf Course,"14 Gender Rd, Newark, Delaware 19713, New Castle County",Public,1967,,,0%
Bear Trap Dunes Golf Club - Black Bear/Grizzly Course,"7 Clubhouse Rd, Ocean View, Delaware 19970, Sussex County",Public,2001,4.4,226 out of 243 reviews,95.10%
Bear Trap Dunes Golf Club - Grizzly/Kodiak Course,"7 Clubhouse Rd, Ocean View, Delaware 19970, Sussex County",Public,1999,4.4,226 out of 243 reviews,95.10%
Bear Trap Dunes Golf Club - Kodiak/Black Bear Course,"7 Clubhouse Rd, Ocean View, Delaware 19970, Sussex County",Public,2001,4.4,226 out of 243 reviews,95.10%
Kings Creek Country Club,"1 Kings Creek Cir, Rehoboth Beach, Delaware 19971, Sussex County",Private/Resort,1990,4.5,2 out of 2 reviews,100.00%
Old Landing Golf Course,"20836 Old Landing Road, Rehoboth Beach, Delaware 19971",Public,1968,2,1 out of 2 reviews,50.00%
Rehoboth Beach Country Club,"221 W Side Dr, Rehoboth Beach, Delaware 19971, Sussex County",Private,1966,5,1 out of 1 reviews,100.00%
Hooper's Landing Golf Course,"1019 Locust St, Seaford, Delaware 19973, Sussex County",Municipal/Public,1949,4.2,54 out of 59 reviews,91.70%
Bayside Resort Golf Club,"31806 Lakeview Dr, Selbyville, Delaware 19975, Sussex County",Resort/Public,2005,4.3,153 out of 166 reviews,72.30%
Garrisons Lake Golf Club,"101 W Fairways Cir, Smyrna, Delaware 19977, Kent County",Public,1962,3.1,107 out of 120 reviews,98.20%
Odessa National Golf Club,"1131 Fieldsboro Rd, Townsend, Delaware 19734, New Castle County",Public,2008,4.8,8 out of 8 reviews,100.00%
River Hall Country Club,"3500 River Hall Pkwy, Alva, FL 33920",Semi-Private,2007,4.5,200 out of 210 reviews,96.60%
"Golf Club of Amelia Island at Summer Beach, The","4700 Amelia Island Pkwy, Amelia Island, Florida 32034, Nassau County",Resort,1987,5,8 out of 8 reviews,100.00%
Long Point at Amelia Island Club,"5 Ocean Club Drive, Amelia Island, Florida 32034, Nassau County",Private,1986,5,2 out of 2 reviews,100.00%
Oak Marsh at Amelia Island Plantation,"6800 1st Coast Hwy, Amelia Island, Florida 32034, Nassau County",Resort,1972,4.6,426 out of 454 reviews,94.30%
Apollo Beach Golf & Sea Club,"801 Golf & Sea Blvd, Apollo Beach, Florida 33572",Public,1962,3.5,274 out of 354 reviews,81.80%
Apopka Golf & Tennis at Errol Estate,"1355 Errol Pkwy, Apopka, Florida 32712, Orange County",Semi-Private,1973,3.6,247 out of 301 reviews,82.10%
Sweetwater Country Club,"2700 Sweetwater Country Club Dr, Apopka, Florida 32712, Orange County",Private,1975,3.8,143 out of 160 reviews,89.40%
Arcadia Municipal Golf Course,"1769 NE LivingSton St, Arcadia, Florida 34266, De Soto County",Municipal,1927,2.9,24 out of 35 reviews,68.60%
Arcadia Village Country Club,"2692 FL-70 # 532, Arcadia, Florida 34266, De Soto County",Semi-Private,0,,,0%
Live Oak RV Golf Course,"12865 SW Hwy 17, Arcadia, Florida 34269, De Soto County",Public/Resort,1990,,,0%
Sunnybreeze Golf Course,"8135 SW Sunnybreeze Dr, Arcadia, Florida 34266, De Soto County",Semi-Private,1971,3.2,5 out of 8 reviews,62.50%
Atlantic Beach Country Club,"1600 Selva Marina Dr, Atlantic Beach, Florida 32233, Duval County",Private,1958,4.3,57 out of 115 reviews,85.50%
Atlantis Country Club,"190 Atlantis Blvd, Atlantis, Florida 33462, Palm Beach County",Semi-Private,1973,4.3,534 out of 580 reviews,93.90%
East/North at Atlantis Golf Club,"301 Orange Tree Dr, Atlantis, Florida 33462, Palm Beach County",Private,1966,,,0%
East/South at Atlantis Golf Club,"301 Orange Tree Dr, Atlantis, Florida 33462, Palm Beach County",Private,1973,,,0%
South/North at Atlantis Golf Club,"301 Orange Tree Dr, Atlantis, Florida 33462, Palm Beach County",Private,1960,,,0%
"Hamptons Golf Club, The","900 S Hampton Blvd, Auburndale, Florida 33823, Polk County",Semi-Private,1991,4.3,127 out of 143 reviews,92.40%
Panther Run Golf Club,"6005 Anthem Pkwy, Ave Maria, FL 34142, United States",Semi-Private,2007,4.2,468 out of 504 reviews,91.80%
Turnberry Isle Country Club - Soffer Course,"19999 W Country Club Dr, Aventura, Florida 33180, Dade County",Resort,1971,4.2,7 out of 7 reviews,100.00%
Turnberry Isle Country Club - The Miller Course,"19999 W Country Club Dr, Aventura, Florida 33180, Dade County",Resort,1971,3.5,5 out of 6 reviews,70.60%
